键,键族,语义路径样本,S1_defaults.json,S2_出厂模板,S3_CLI骨架,S4_合同schema,S5_代码兜底,S6_登记册
tile_width,coverage_index、hips、product_content,coverage_index.granularity.tile_width；hips.tile_width；product_content.geometry.hips.tile_width,值[512] @eng/packaging/config/defaults.json#fields[key=hips.tile_width] [authority_status=sourced],该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/data/phase_product_exchange.schema.json#/product_content/geometry/hips/tile_width ; eng/contracts/schemas/hips_storage_form.schema.json#/coverage_index/granularity/tile_width,"值[512 ×6 (具名常量 kTileWidth,声明/赋值 k=) @lib/algorithms/coverage/src/sampler.cpp:76; lib/algorithms/coverage/tools/calibrated_pair_diag.cpp:40; lib/algorithms/resample/p3_resample.cpp:48; lib/infrastructure/aio/src/hips/aio_hips_reader.cpp:154 ## 0 ×1 (声明/赋值 k=) @lib/algorithms/coverage/hips_properties.h:14] @7 处 / 2 个位点（前 4: 具名常量 kTileWidth; 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
timeout,timeout,timeout,该侧无此项,该侧无此项,该侧无此项,该侧无此项,值[9 ×1 (具名常量 TIMEOUT) @lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:153] @1 处 / 1 个位点（前 4: 具名常量 TIMEOUT）；全量见 side5_位点.log,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[91] field=timeout (doc docs/plugins/infrastructure/22_gaia_xpsd_client.md:63, module 22_gaia_xpsd_client, finding=unregistered) [registered_at=-]"
timeout_seconds,commands,commands.timeout_seconds,该侧无此项,该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/schemas/task_result.schema.json#/commands/items/timeout_seconds,该侧无此项,该侧无此项
tolerance,,,该侧无此项,该侧无此项,该侧无此项,该侧无此项,值[1e-6 ×2 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:51; lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:2294] @2 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,该侧无此项
tolerance_ref,signal,signal.constant_field_oracle.tolerance_ref,该侧无此项,该侧无此项,该侧无此项,"值[const=""|S_p/B0 - 1| < 1e-3 (沿用, 不自行改容差)""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/constant_field_oracle/tolerance_ref",该侧无此项,该侧无此项
trend,scalar_gate,scalar_gate.trend,值[null] @eng/packaging/config/defaults.json#fields[key=scalar_gate.trend] [authority_status=pending_authority],该侧无此项,该侧无此项,该侧无此项,值[0.0 ×2 (声明/赋值 k=) @lib/algorithms/photometry/cpp/src/psfsw.cpp:184; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:305] @2 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[30] registered_key=scalar_gate.trend (doc docs/plugins/algorithms_phase1/07_noise_snr.md:181, module 07_noise_snr, finding=none) [registered_at=eng/packaging/config/defaults.json#fields[].key=scalar_gate.trend]"
triad,profile_v2,profile_v2.memory_bandwidth.triad,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @eng/contracts/schemas/cpu_profile.schema.json#/profile_v2/memory_bandwidth/triad,该侧无此项,该侧无此项
tukey_c,photometry,photometry.tukey_c,值[4.685] @eng/packaging/config/defaults.json#fields[key=photometry.tukey_c] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,"值[4.685 ×2 (具名常量 kTukeyC,声明/赋值 k=) @lib/algorithms/photometry/cpp/src/spatial_gain.cpp:40; lib/algorithms/platesolve/cpp/ipv/include/ipv_robust_refine.h:49] @2 处 / 2 个位点（前 4: 具名常量 kTukeyC; 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
tweak_order,tweak_order,tweak_order,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""tan"" ｜note默认值断言: 默认tan] @eng/packaging/config/config_registry.json#plugin_knobs[22] field=tweak_order (doc docs/plugins/algorithms_phase1/05_platesolve.md:37, module 05_platesolve, finding=gap) [registered_at=-]"
type_id,role_binding、type_id,role_binding.type_id；type_id,该侧无此项,该侧无此项,该侧无此项,"值[const=""astrocs.phase1.frame_hips.v1""] @eng/contracts/data/phase_product_exchange.schema.json#/then/type_id ||| 值[const=""astrocs.phase2.mosaic_hips.v1""] @eng/contracts/data/phase_product_exchange.schema.json#/else/then/type_id ||| 值[const=""astrocs.phase3.planar_fits.v1""] @eng/contracts/data/phase_product_exchange.schema.json#/else/else/then/type_id ||| 值[enum=[""astrocs.phase1.frame_hips.v1"",""astrocs.phase2.mosaic_hips.v1"",""astrocs.phase3.planar_fits.v1""]] @eng/contracts/data/phase_product_exchange.schema.json#/role_binding/items/type_id",值[kPhase1TypeId ×1 (成员/赋值 p.product.k=) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:222 ## kTypePoint ×1 (成员/赋值 p.product.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:430] @2 处 / 1 个位点（前 4: 成员/赋值 p.product.k=）；全量见 side5_位点.log,该侧无此项
unified_object,connected_object_document、unified_object,connected_object_document.unified_object；unified_object,该侧无此项,该侧无此项,该侧无此项,"值[const=""coverage""] @eng/contracts/schemas/unified/coverage.schema.json#/unified_object ; eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ||| 值[const=""depth_m5""] @eng/contracts/schemas/unified/depth_m5.schema.json#/unified_object ; eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ||| 值[const=""frame_snr""] @eng/contracts/schemas/unified/frame_snr.schema.json#/unified_object ; eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ||| 值[const=""ivar""] @eng/contracts/schemas/unified/ivar.schema.json#/unified_object ; eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ||| 值[const=""point_information""] @eng/contracts/schemas/unified/point_information.schema.json#/unified_object ; eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ||| 值[const=""signal""] @eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ; eng/contracts/schemas/unified/signal.schema.json#/unified_object ||| 值[const=""variance""] @eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ; eng/contracts/schemas/unified/variance.schema.json#/unified_object ||| 值[const=""source_snr""] @eng/contracts/schemas/unified/port_contract.schema.json#/then/connected_object_document/unified_object ; eng/contracts/schemas/unified/source_snr.schema.json#/unified_object (本侧另有 6 种取值)",该侧无此项,该侧无此项
unit,unit,unit,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""s"",""B"",""1""]] @eng/contracts/schemas/scheduler_probe_event.schema.json#/unit",该侧无此项,该侧无此项
units.kind,units,units.kind,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""exe"",""runtime"",""io"",""module"",""provider""]] @eng/contracts/config/cli_modules_list.schema.json#/units/items/kind",该侧无此项,该侧无此项
units.status,units,units.status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""SKELETON"",""IMPLEMENTED""]] @eng/contracts/config/cli_modules_list.schema.json#/units/items/status",该侧无此项,该侧无此项
upm,upm,upm,该侧无此项,该侧无此项,值[该侧无此项(键名列进 --help；json==nullptr ⇒ 不写入模板)] @lib/infrastructure/cli/session_commands.h#config_fields(mosaic).upm [mosaic],该侧无此项,该侧无此项,该侧无此项
upper_sigma,rejection,rejection.averaged_sigma.upper_sigma；rejection.linear_fit.upper_sigma；rejection.sigma.upper_sigma；rejection.winsorized.upper_sigma,值[3.0] @eng/packaging/config/defaults.json#fields[key=rejection.sigma.upper_sigma] ; eng/packaging/config/defaults.json#fields[key=rejection.winsorized.upper_sigma] ; eng/packaging/config/defaults.json#fields[key=rejection.averaged_sigma.upper_sigma] [authority_status=sourced] ||| 值[3.5] @eng/packaging/config/defaults.json#fields[key=rejection.linear_fit.upper_sigma] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,"值[3.0 ×8 (value(""k"",d),成员/赋值 p.averaged.k=,成员/赋值 p.median_sigma.k=,成员/赋值 p.sigma.k=,成员/赋值 p.winsorized.k=) @lib/algorithms/coverage/src/rejection.cpp:1246; lib/algorithms/coverage/src/rejection.cpp:1247; lib/algorithms/coverage/src/rejection.cpp:1249; lib/algorithms/coverage/src/rejection.cpp:1255] @8 处 / 5 个位点（前 4: value(""k"",d); 成员/赋值 p.averaged.k=; 成员/赋值 p.median_sigma.k=; 成员/赋值 p.sigma.k=）；全量见 side5_位点.log",该侧无此项
use_for_aperture,covariance,covariance.diagonal_approximation.use_for_aperture,该侧无此项,该侧无此项,该侧无此项,值[const=false] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/diagonal_approximation/use_for_aperture,"值[true ×1 (value(""k"",d)) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1176] @1 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
uses_relative_weight_as_ivar,covariance,covariance.psfsw_boundary.uses_relative_weight_as_ivar,该侧无此项,该侧无此项,该侧无此项,值[const=false] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/psfsw_boundary/uses_relative_weight_as_ivar,"值[false ×6 (声明/赋值 k=,成员/赋值 si.k=) @lib/algorithms/photometry/include/astrocs/v6/psfsw.h:361; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:433; lib/algorithms/resample/p3_rsmp.h:336; lib/algorithms/resample/p3_rsmp.h:384 ## true ×1 (value(""k"",d)) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1176] @7 处 / 3 个位点（前 4: value(""k"",d); 声明/赋值 k=; 成员/赋值 si.k=）；全量见 side5_位点.log",该侧无此项
usize,tile_entry,tile_entry.usize,该侧无此项,该侧无此项,该侧无此项,值[minimum=1] @eng/contracts/schemas/hips_storage_form.schema.json#/tile_entry/usize,该侧无此项,该侧无此项
valid_area_fraction,psfsw,psfsw.component.spatial_summary.valid_area_fraction,该侧无此项,该侧无此项,该侧无此项,值[minimum=0;maximum=1] @eng/contracts/schemas/product_family_field_constraints.schema.json#/psfsw/component/spatial_summary/valid_area_fraction,"值[1.0 ×2 (声明/赋值 k=,成员/赋值 c.k=) @lib/algorithms/photometry/cpp/src/psfsw.cpp:169; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:118] @2 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 c.k=）；全量见 side5_位点.log",该侧无此项
validity_state,validity_state,validity_state,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""valid"",""invalid"",""missing"",""out_of_range""]] @eng/contracts/schemas/unified/validity.schema.json#/validity_state",该侧无此项,该侧无此项
value,,,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[-1.0 ×1 (value(""k"",d)) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1195] @1 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log",该侧无此项
values_or_model.kind,effective_psf,effective_psf.values_or_model.kind,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""values"",""model""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/effective_psf/values_or_model/kind",该侧无此项,该侧无此项
variance_floor,noise、noise_config,noise.variance_floor；noise_config.variance_floor,值[1e-12] @eng/packaging/config/defaults.json#fields[key=noise.variance_floor] [authority_status=sourced],该侧无此项,该侧无此项,值[default=1e-12;exclusiveMinimum=0] @eng/contracts/schemas/phase_config_normalize.schema.json#/noise_config/variance_floor,值[1e-12 ×1 (成员/赋值 cfg->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1258] @1 处 / 1 个位点（前 4: 成员/赋值 cfg->k=）；全量见 side5_位点.log,该侧无此项
variance_from,covariance、variance_from,covariance.variance_from；variance_from,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""combination_coefficients"",""linear_combination_coefficients"",""actual_combination_coefficients""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/variance_from ||| 值[enum=[""actual_combination_coefficients"",""propagated_input_covariance"",""declared_model""]] @eng/contracts/schemas/unified/variance.schema.json#/variance_from","值[""actual_combination_coefficients"" ×2 (声明/赋值 k=,成员/赋值 rec.k=) @lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:318; lib/algorithms/calibration/src/v6_calibration_covariance.cpp:659 ## ""propagated_covariance"" ×2 (成员/赋值 pi.k=,成员/赋值 si.k=) @lib/phase3_session/p3_v6_export.cpp:595; lib/phase3_session/p3_v6_export.cpp:658] @4 处 / 4 个位点（前 4: 声明/赋值 k=; 成员/赋值 pi.k=; 成员/赋值 rec.k=; 成员/赋值 si.k=）；全量见 side5_位点.log",该侧无此项
variance_from_weight,covariance,covariance.psfsw_boundary.variance_from_weight,该侧无此项,该侧无此项,该侧无此项,值[const=false] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/psfsw_boundary/variance_from_weight,"值[false ×4 (声明/赋值 k=) @lib/algorithms/photometry/include/astrocs/v6/psfsw.h:360; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:432; lib/algorithms/resample/p3_rsmp.h:385; lib/algorithms/resample/p3_rsmp.h:463 ## true ×1 (value(""k"",d)) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1175] @5 处 / 2 个位点（前 4: value(""k"",d); 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
variance_loss,signal,signal.degradation.gates.power_loss_gate.variance_loss,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/degradation/gates/power_loss_gate/variance_loss,该侧无此项,该侧无此项
variance_of_flux,variance_of_flux,variance_of_flux,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @eng/contracts/schemas/unified/point_information.schema.json#/variance_of_flux,该侧无此项,该侧无此项
variance_ratio,covariance,covariance.upm_contribution.variance_ratio,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/upm_contribution/variance_ratio,值[0.0 ×1 (声明/赋值 k=) @lib/algorithms/noise_snr/include/astrocs/v6/information_weight.h:106] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,该侧无此项
variance_value,variance_value,variance_value,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/unified/variance.schema.json#/variance_value,该侧无此项,该侧无此项
verdict,legacy_v1、object_weight_verdict、profile_v2、verdict,legacy_v1.verdict；object_weight_verdict；profile_v2.verdict；verdict,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""PASS"",""FAIL""]] @eng/contracts/config/cli_modules_list.schema.json#/verdict ; eng/contracts/config/cli_selftest.schema.json#/verdict ; eng/contracts/schemas/cpu_profile.schema.json#/verdict ; eng/contracts/schemas/cpu_profile.schema.json#/legacy_v1/verdict ; eng/contracts/schemas/cpu_profile.schema.json#/profile_v2/verdict ||| 值[const=""否""] @eng/contracts/schemas/unified/coverage.schema.json#/object_weight_verdict ; eng/contracts/schemas/unified/signal.schema.json#/object_weight_verdict ; eng/contracts/schemas/unified/support.schema.json#/object_weight_verdict ||| 值[const=""对该估计目标可以""] @eng/contracts/schemas/unified/ivar.schema.json#/object_weight_verdict ; eng/contracts/schemas/unified/variance.schema.json#/object_weight_verdict ||| 值[const=""摘要，不作权重""] @eng/contracts/schemas/unified/depth_m5.schema.json#/object_weight_verdict ||| 值[const=""唯一帧级参考；权重由 Phase2 逆方差叠加从 SNR 计算""] @eng/contracts/schemas/unified/frame_snr.schema.json#/object_weight_verdict ||| 值[const=""点源目标的严格权重""] @eng/contracts/schemas/unified/point_information.schema.json#/object_weight_verdict ||| 值[const=""——""] @eng/contracts/schemas/unified/provenance.schema.json#/object_weight_verdict ||| 值[const=""门/概率，不是 coverage""] @eng/contracts/schemas/unified/rejection.schema.json#/object_weight_verdict (本侧另有 3 种取值)","值[""OK"" ×2 (成员/赋值 br.k=,成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:90; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:482 ## ""ERROR"" ×1 (成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:39 ## ""FAIL"" ×1 (声明/赋值 k=) @lib/infrastructure/cli/commands.cpp:2388 ## ""ORACLE_FAIL"" ×1 (成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:55 ## P2_SCALAR_UNAVAILABLE ×1 (声明/赋值 k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1506] @6 处 / 3 个位点（前 4: 声明/赋值 k=; 成员/赋值 br.k=; 成员/赋值 r.k=）；全量见 side5_位点.log",该侧无此项
