类型,符号或键,位点,现行值,机判档,赋值形态,该行原文
行内,,lib/algorithms/drizzle/healpix_drizzle/reverse_drizzle.cpp:217,0.0,④-待人工·行内值,形态不明·需人工读用途,if (pixel_area <= 0.0 || !std::isfinite(pixel_area)) continue;
行内,,lib/algorithms/drizzle/healpix_drizzle/reverse_drizzle.cpp:298,1.0,④-待人工·行内值,形态不明·需人工读用途,if (!std::isfinite(in.wcs.cd[k]) || std::fabs(in.wcs.cd[k]) > 1.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/reverse_drizzle.cpp:349,0.0,④-待人工·行内值,字面量硬编码·行内无名,"out.signal.assign(npix, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/reverse_drizzle.cpp:350,0.0,④-待人工·行内值,字面量硬编码·行内无名,"out.coverage.assign(npix, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/snr_evaluator.cpp:362,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (w_sum <= 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:146,0.0,④-待人工·行内值,形态不明·需人工读用途,if (ra < 0.0) ra += TWO_PI;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:224,0.5,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (max_ang >= 0.5 * PI - 1e-12) return T(NAN);
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:262,2.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (total_area > 2.0 * PI) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:593,360.0,④-待人工·行内值,字面量硬编码·行内无名,if (ra_m >= 360.0) ra_m -= 360.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:685,360.0,④-待人工·行内值,字面量硬编码·行内无名,if (ra >= 360.0) ra -= 360.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:745,-1.0,④-待人工·行内值,字面量硬编码·行内无名,if (zfactor == -1.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:756,4.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (phi_t < PI / 4.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:768,0.0,④-待人工·行内值,形态不明·需人工读用途,if (ph < 0.0) ph += TWO_PI;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1008,0.0,④-待人工·行内值,形态不明·需人工读用途,if (n < 3) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1014,0.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (cl < 1e-300) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1030,0.5,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,return 0.5 * std::fabs(sum);
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1147,0.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (nx * cxn + ny * cyn + nz * czn < 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1242,3.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,return Scalar(PI / (3.0 * (double)nside * (double)nside));
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1261,0.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (nx * hp_center.x + ny * hp_center.y + nz * hp_center.z < 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1876,0.0,④-待人工·行内值,形态不明·需人工读用途,if (vertices == nullptr || n < 3) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:27,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (scale == 0.0) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:119,3.1,④-待人工·行内值,形态不明·需人工读用途,"""current object (ASTROCS_DESIGN.md 3.1; UNIFIED_MODEL.md:58); allowed """
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:145,1.0,④-待人工·行内值,形态不明·需人工读用途,return 1.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:195,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!is_finite(sum_a_jp) || !is_finite(A_pixel_j) || A_pixel_j <= 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:230,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!is_finite(a) || a <= 0.0) return DrzError::invalid_source_area;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:233,0.0,④-待人工·行内值,字面量硬编码·行内无名,"op.D_p_.assign(n_dst, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:234,0.0,④-待人工·行内值,字面量硬编码·行内无名,"op.N_p_.assign(n_dst, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:242,0.0,④-待人工·行内值,形态不明·需人工读用途,if (e.a_jp < 0.0) return DrzError::invalid_argument;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:251,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (op.D_p_[e.dst] <= 0.0) return DrzError::coverage_mismatch;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:258,0.0,④-待人工·行内值,形态不明·需人工读用途,if (op.D_p_[p] > 0.0 && !(op.N_p_[p] > 0.0)) return DrzError::coverage_mismatch;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:330,0.0,④-待人工·行内值,字面量硬编码·行内无名,"std::vector<double> per_src(n_src_, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:333,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (wp == 0.0) continue;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:352,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (sumD <= 0.0) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:353,0.0,④-待人工·行内值,字面量硬编码·行内无名,"std::vector<double> per_src(n_src_, 0.0);"
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:356,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (wp == 0.0) continue;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:367,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (sumD <= 0.0) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:378,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (exact <= 0.0) return 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:431,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (B0 == 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:435,1.0,④-待人工·行内值,形态不明·需人工读用途,if (std::fabs(s / B0 - 1.0) >= rel_tol) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:639,1.0,④-待人工·行内值,形态不明·需人工读用途,if (prov.k_corr == 1.0 && !prov.kcorr_zero_correlation_justified) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.cpp:640,1.0,④-待人工·行内值,形态不明·需人工读用途,"return fail(g, ""k_corr == 1.0 ignoring correlation"");"
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:22,0.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (src.A_pixel > 0.0) return std::sqrt(src.A_pixel);
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:44,0.0,④-待人工·行内值,形态不明·需人工读用途,if (src.A_pixel > 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:58,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!std::isfinite(out->drop_area) || out->drop_area <= 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:64,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!std::isfinite(out->A_pixel) || out->A_pixel <= 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:90,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!std::isfinite(a) || a < 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/v6_spherical_overlap.cpp:94,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (a == 0.0) {
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:35,0.0,④-待人工·行内值,字面量硬编码·行内无名,m_cdInv[0] = 0.0; m_cdInv[1] = 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:36,0.0,④-待人工·行内值,字面量硬编码·行内无名,m_cdInv[2] = 0.0; m_cdInv[3] = 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:50,0.0,④-待人工·行内值,字面量硬编码·行内无名,m_cdInv[0] = 0.0; m_cdInv[1] = 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:51,0.0,④-待人工·行内值,字面量硬编码·行内无名,m_cdInv[2] = 0.0; m_cdInv[3] = 0.0;
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:163,2.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,while (ra_rad < T(0))              ra_rad += T(2.0 * M_PI);
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:164,2.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,while (ra_rad >= T(2.0 * M_PI))    ra_rad -= T(2.0 * M_PI);
行内,,lib/algorithms/drizzle/healpix_drizzle/wcs_sip.cpp:211,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!(cosc > 0.0)) {
行内,,lib/algorithms/drizzle/hips/src/aio_publish.cpp:8,9.73,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,* I/O 归属 (ASTROCS_DESIGN §9 + GAP_AUDIT §9.73 裁决 U5):
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:68,1.0,④-待人工·行内值,声明行未见值（须读初始化处）,"static const char kVersion[]   = ""1.0"";"
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:174,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!obj || !key) return 0.0;
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:178,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!p) return 0.0;
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:181,0.0,④-待人工·行内值,形态不明·需人工读用途,if (*p != '-' && (*p < '0' || *p > '9')) return 0.0;
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:184,0.0,④-待人工·行内值,形态不明·需人工读用途,if (end == p) return 0.0;
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:379,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!(c->exposure_s >= 0.0)) {   /* NaN/负 → 拒绝 */
行内,,lib/algorithms/drizzle/hips/src/module_entry.cpp:1152,1.1,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,/* 唯一导出入口 (ARC-001 §1.1; ABI-006 全查 exports):
行内,,lib/algorithms/drizzle/src/module_entry.cpp:60,1.0,④-待人工·行内值,声明行未见值（须读初始化处）,"static const char kVersion[]   = ""1.0"";"
行内,,lib/algorithms/drizzle/src/module_entry.cpp:153,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!obj || !key) return 0.0;
行内,,lib/algorithms/drizzle/src/module_entry.cpp:157,0.0,④-待人工·行内值,形态不明·需人工读用途,if (!p) return 0.0;
行内,,lib/algorithms/drizzle/src/module_entry.cpp:160,0.0,④-待人工·行内值,形态不明·需人工读用途,if (*p != '-' && (*p < '0' || *p > '9')) return 0.0;
行内,,lib/algorithms/drizzle/src/module_entry.cpp:163,0.0,④-待人工·行内值,形态不明·需人工读用途,if (end == p) return 0.0;
行内,,lib/algorithms/drizzle/src/module_entry.cpp:437,1.0,④-待人工·行内值,形态不明·需人工读用途,if (!isfinite(w) || !isfinite(h) || w < 1.0 || h < 1.0 ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:438,2147483647.0,④-待人工·行内值,形态不明·需人工读用途,w > 2147483647.0 || h > 2147483647.0 ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:450,0.0,④-待人工·行内值,字面量硬编码·行内无名,if (!isfinite(sc) || sc <= 0.0) {
行内,,lib/algorithms/drizzle/src/module_entry.cpp:701,1.0,④-待人工·行内值,形态不明·需人工读用途,"*  ""header"":{""CRVAL1"":""..."",""PHOTSCAL"":""1.0"",...}}   ← header 对象键值"
行内,,lib/algorithms/drizzle/src/module_entry.cpp:780,1.0,④-待人工·行内值,形态不明·需人工读用途,if (!isfinite(w) || !isfinite(h) || w < 1.0 || h < 1.0 ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:781,2147483647.0,④-待人工·行内值,形态不明·需人工读用途,w > 2147483647.0 || h > 2147483647.0 ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:1037,1.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,if (!found || !isfinite(nside) || nside < 1.0 ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:1038,4294967295.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,nside > 4294967295.0 || nside != (double)(uint32_t)nside ||
行内,,lib/algorithms/drizzle/src/module_entry.cpp:1323,1.1,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,/* 唯一导出入口 (ARC-001 §1.1; ABI-006 全查 exports):
行内,,lib/algorithms/fits_output/CMakeLists.txt:9,7.1,④-待人工·行内值,形态不明·需人工读用途,"#   (ASTROCS_DESIGN §7.1「fits_output」行); 源逐字节等价, 命名空间 astrocs::phase3"
行内,,lib/algorithms/fits_output/p3_output.h:101,8.3,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,/* ── 子块流式写/校验（P3-STREAM-01；ASTROCS_DESIGN §8.3 export「子块流式」）────
行内,,lib/algorithms/integration/v6/CMakeLists.txt:4,-004.4,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,# 根/公共 CMakeLists 的注册归 RUNTIME-CI-001/W9 (C-004.4)；本文件自包含可独立
行内,,lib/algorithms/integration/v6/CMakeLists.txt:7,3.16,④-待人工·行内值,形态不明·需人工读用途,cmake_minimum_required(VERSION 3.16)
行内,,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:21,3.1,④-待人工·行内值,形态不明·需人工读用途,*                      现行对象（ASTROCS_DESIGN.md §3.1；UNIFIED_MODEL.md:58）⇒
行内,,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:29,1.05,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   FZ-AP2PT-SNR-IDENT-RTOL 1e-9 / FZ-AP2PT-CORR-RATIO-MIN 1.05
行内,,lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:35,-004.2,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   P33 撤销保持（C-004.2）: 不得重新引入 snr_frame_coefficient / snr_coefficient /
行内,,lib/algorithms/integration/v6/include/astrocs/v6/variance_propagation.h:8,4.1,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   - docs/plugins/algorithms_phase2/11_upm.md §4.1（校准参数不确定度必须传播）
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:4,4.3,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   - ASTROCS_DESIGN.md §4.3:255-261「逆方差叠加：SNR → 逆方差权重；
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:6,3.4,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   - ASTROCS_DESIGN.md §3.4:163-175「帧级 SNR 是未加权的原始通量型信噪比
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:8,4.1,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   - docs/plugins/algorithms_phase1/07_noise_snr.md §4.1:55-70（通量型口径，
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:10,4.0,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*   - docs/plugins/algorithms_phase2/13_integration.md §4.0:32-38
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:20,3.4,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,* fail-closed 纪律（DESIGN §3.4:156、13_integration.md §7:80）:
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:94,9.3,④-待人工·行内值,形态不明·需人工读用途,*      （真实地面帧上劣 39~74%、解析可分辨域劣 9.3 倍），只在 HST 类高对比域必需；
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:120,4.5,④-待人工·行内值,形态不明·需人工读用途,/* 按**数据来源**选择重建算子的显式规则（把 07_noise_snr.md §4.5 的选择规则做成
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:136,31.5,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*       （Δ=64 时 31.5 px）；该错位由 cell 中心门 fail-closed 拦截。
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:138,0.5,④-待人工·行内值,形态不明·需人工读用途,"*       **定义域 = 层覆盖的 cell 并集**：[grid_origin_x − 0.5,"
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:139,0.5,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,*       grid_origin_x + nx·dx − 0.5]（y 同）——cell 内非节点处的值由插值给出，
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:260,9.49,④-待人工·行内值,随输入算出（可导出，但须登记导出式）,* 为什么必须逐帧（负责人 GAP_AUDIT §9.49 定案 2「帧间独立」+ FREF-BASELINE-001）：
行内,,lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:266,9.49,④-待人工·行内值,形态不明·需人工读用途,*   等价于「不同光学系统的帧混装即报错」—— 与 §9.49 定案 2 直接冲突，
