ID,原判据摘要,判定,证据,归属任务,根因,方案,验收门,依据,备注
M2a-F-6,variance_propagation_test 断言主体仍是 n_pairs>0，mean(ρ)/max(ρ) 只进 msg；该 TU 未挂任何 CMakeLists,OPEN,"timeout 30 grep -n 'CHECK(n_pairs > 0, msg)' lib/algorithms/drizzle/healpix_drizzle/tests/variance_propagation_test.cpp → rc=0:284；timeout 30 grep -rl variance_propagation_test --include=CMakeLists.txt --include=*.cmake . → rc=1（0）；grep -c 0.19 docs/science/UNCERTAINTY_AND_COVARIANCE.md → 4，0.57 → 3",P2-002,文档两处数值无门可红；TU 未注册构建,把 ρ 断言写成 CHECK 并注册进 ctest,ctest -N 含该测试名且注入相关性破坏后判红,-,文档命中数由台账 2/2 变为 4/3（并发线已改）
M3-A-002,台账称 SCI-CW §4 把 support×snr_v² 标为 weight_mode=2，与实现默认 2 及 SCI-UPM 生产禁令三方互斥,FIXED,"timeout 30 sed -n '64,72p' docs/science/CONTROL_WEIGHT_SNR.md → rc=0 现文 `# 像素级相对质量权重（stage2 排异/积分，weight_mode=0 legacy：生产禁用）` 与 `# 2 = 逐样本 ivar 逆方差权重（生产默认，无 fallback…）`；grep -n weight_mode lib/algorithms/coverage/src/stage2_common.cpp → rc=0:378 `cfg->weight_mode = 2;   // 默认 ivar`",P2-002,-,-,-,RUBRIC §3.1 R-2 D-7/D-9：三套「互斥权威」实为 mode 2=逐样本 ivar 与 mode 0=support×snr² legacy，CW §4 把 mode 0 写成 mode 2 是勘误；现文已按 R-2 最小改动路径改为 mode 0 并注「生产禁用」,读时哈希 CONTROL_WEIGHT_SNR.md=b8d2d9f561a8（包内 a45aafd92e19）
M3-F-005,SCI-CW-001..008 整族无测试、无追溯行；TEST-CW 仅 TEST_MATRIX 占位；ALG-CW-001 与 SCI 同文件,OPEN,timeout 30 grep -c SCI-CW docs/TRACEABILITY.csv → rc=1（0）；timeout 30 grep -rn 'TEST-CW-00' docs/ tests/ ci/ → rc=0 仅 docs/contracts/TEST_MATRIX.md:41，路径仍为 `lib/algorithms/coverage/tests/...` 占位；grep -n '^#' docs/science/CONTROL_WEIGHT_SNR.md → rc=0 仅 §1-§8,P2-002,SCI-CW 族无任何可执行 TEST-*；ALG-CW-001 无独立文档（INDEX.yaml 指回同文件）,落 TEST-CW-001..008 并补 TRACEABILITY 行 + 拆出 ALG-CW 文档,TRACEABILITY.csv 含 SCI-CW-001..008 且 TEST 路径为真实文件,-,占位路径由 lib/phase2/tests 漂到 lib/algorithms/coverage/tests（仍为 ... 占位）
M4-A-03,SCI 判 MAD=0 patch「不计 control」，实现垫 1e-12 后照常生成（control_ivar≈1e24）且未登记,OPEN,timeout 30 grep -n 'sigma = (s0 > 0.0)' lib/algorithms/coverage/src/sampler.cpp → rc=0:847 `const double sigma = (s0 > 0.0) ? s0 : 1e-12;`；timeout 30 grep -n '不计 control' docs/science/PHASE2_UPM.md → rc=0:108 `| S=0 (MAD=0) | 该 patch 方差为 0，不计 control | noise_model |`,P2-002,实现以 1e-12 零尺度 floor 绕过「不计 control」语义，SCI 无该 floor 条款、无 DISP 登记,或按 SCI 跳过该 control，或把 floor 写进 SCI 并登记 DISP-P2SMP,MAD=0 patch 的 control_ivar 行为与 SCI 条款逐字一致（新增门判红）,-,行号 829→847
M4-C-02,生产装配未显式赋 zero_anchor_weight，从 uc 空初始化得有效值 0.0，与 SCI §9a FROZEN 1e-3 不符,FIXED,"timeout 30 grep -n zero_anchor_weight lib/algorithms/coverage/src/upm.cpp → rc=0:235 `cfg.zero_anchor_weight = 1e-3;`、:253 `<0 → 1e-3`；timeout 30 grep -n zero_anchor_weight lib/infrastructure/scheduler/src/module_adapters.cpp → rc=0:3738 `uc.sigma_floor = 1e-3; uc.zero_anchor_weight = 1e-3; uc.grid = smp_doc.value(""control_grid_per_tile"", 8);`",P2-002,-,-,-,修复证据：两条生产装配均显式赋 SCI-UPM-001 §9a FROZEN 1e-3,module_adapters.cpp 读时哈希 713b9ba2bbfb（包内 10b472f2719e）
M4-C-08,raw_weight 的 rc=2 在 normalized_weights 被塌缩为 1；calibrate_block 只检三指针，leaf_ipix 空指针未判即解引用,OPEN,"timeout 30 sed -n '1360,1375p' lib/algorithms/coverage/src/upm.cpp → rc=0:1369 `if (p2_upm_raw_weight(&obs[i], cfg, &raw[i]) != 0) return 1;`；sed -n '1270,1300p' → :1278-1279 仅检 model/input_signal/output_signal，:1289 `leaf_ipix[i] >> …` 无判空；sed -n '306,312p' docs/algorithms/PHASE2_UPM_IMPL.md → rc=0:310 `p2_upm_calibrate_block | 0/1 | ok / 参数 null 或 未知 frame_id`",P2-002,错误码在中间层被归一；公共 ABI 参数校验面小于 ALG §10 承诺,原样传播 raw_weight rc；calibrate_block 补 leaf_ipix 判空,缺 control_ivar ⇒ rc=2 直达调用方；leaf_ipix=nullptr ⇒ rc=1 不 UB（各 1 负例）,-,-
M4-F-02,SCI 声称有 NumPy Huber IRLS + control_ivar 复算 θ 的 Python 参考（rtol 1e-9），全仓无此实现,OPEN,timeout 30 grep -n 'Python 参考' docs/science/PHASE2_UPM.md → rc=0:134 `**Python 参考**：NumPy 对同 raw 的 Huber IRLS + control_ivar 权重复算 θ（rtol 1e-9）`；grep -n -i huber tests/backend/test_p2002_parallel_upm.py tests/backend/test_p2003_seam_oracle.py → rc=0 仅 :72/:78/:178 的 huber_delta 配置字面量,P2-002,文档承诺的独立参考实现不存在,落 NumPy Huber IRLS + control_ivar 复算脚本并注册，或把该句降级为计划项,存在 rtol 1e-9 的被采集参考对拍并能判红,-,-
M4-F-05,"SCI 称 UPMW-005 硬门锚 k_corr≈1.3883，实为 [0.98,2.0] 宽区间且该 TU 未挂构建",OPEN,"timeout 30 sed -n '190,232p' lib/algorithms/drizzle/healpix_drizzle/tests/control_median_mc_test.cpp → rc=0:216 `if (!(k_corr >= 0.98 && k_corr <= 2.0)) {`（失败文本「超出科学合理区间 [0.98, 2.0]」），与 :16 头注释「UPMW-005 断言 |k_corr_frozen − k_corr_empirical| 在容差内」相反；grep -rn … --include=CMakeLists.txt → 仅 tests/unit/CMakeLists.txt:1387 注释（非注册）",P2-002,门无判别力（不锚 1.3883/1.4）且未注册，SCI 的「硬门」宣称无可执行证据,门改锚 1.3883/1.4 容差，或按 R-2 收进 ctest 并限时,ctest 采集到该 MC 门且注入 k_corr=0.99 判红,-,drizzle 源目录已迁至 lib/algorithms/drizzle/healpix_drizzle
M6b-C-001,KNOWN_LIMITATIONS §9 与 TROUBLESHOOTING:16 仍把被 §4.3/UNIFIED_MODEL §2 禁止的 support 回退写成既有可接受行为,OPEN,timeout 30 grep -n 'UPM ivar 回退' docs/KNOWN_LIMITATIONS.md → rc=0:13 `9. **UPM ivar 回退**: 输入帧无 ivar 产品时积分权重回退 support`；grep -n 支持回退 docs/TROUBLESHOOTING.md → rc=0:16 `…重跑 Phase1 V19 链; 或接受 support 回退`；grep -n legacy_allow_weight_fallback lib/algorithms/coverage/include/astro/phase2/stage2_common.h → rc=0:94 `bool legacy_allow_weight_fallback = false;`,P2-002,文档未标该路径为 legacy/显式开关（实现默认 fail-closed）,两文档改用「仅 legacy_allow_weight_fallback=true 的显式降级路径，生产禁用」,文档与 §4.3/UNIFIED_MODEL §2 口径一致（lint 门）,-,-
M7-A-001,SCI §5 绝对式 w_UPM 与份额式 raw/Σraw·geom 并存互斥、§3 量纲表只写 ADU⁻²,FIXED,"timeout 30 sed -n '52,56p' docs/science/PHASE2_UPM.md → rc=0 现分两级命名：(1) `绝对式 w_UPM（科学定义，ADU⁻²…）`、(2) `份额式 w_cell（求解器内归一约定，无量纲，per-control；实现消费的就是它）`；sed -n '26,36p' → §3 单位表同时列 `w_UPM: **ADU⁻²（绝对逆方差量）**` 与 `w_cell: **无量纲（份额式…）**`；grep -n 'out_norm\[i\]' lib/algorithms/coverage/src/upm.cpp → rc=0:1377",P2-002,-,-,-,RUBRIC §3.1 R-2 D-8：两式不是互斥而是同一条流水线的两级，推荐分别命名并冻结适用范围（不改码）——现已按此命名并写进 §3/§5,读时哈希 PHASE2_UPM.md=ff6bf3e72e7a（包内 96319b5de137）
M7-A-002,ALG 层以定义式写 weight_mode=2 → ivar_valid?ivar:support，与 SCI-UPM-WEIGHT-001 禁令、SCI-CW §4 对同一枚举三义,FIXED,"timeout 30 sed -n '120,132p' docs/algorithms/PHASE2_INTEGRATION.md → rc=0 现为 `weight_mode=2 = 逐样本 ivar（1/ADU²，逆方差权重），无任何 fallback`、`weight_mode=0 → support×snr²（**legacy/ablation/诊断**…禁入生产，stage2.cpp:1123-1141）`；sed -n '52,56p' docs/science/PHASE2_UPM.md → rc=0 §5 禁令原文仍在",P2-002,-,-,-,RUBRIC §3.1 R-2 D-7：mode 2 = 逐样本 ivar 无 fallback，ALG:125-127 只在 legacy_allow_weight_fallback=true 时可达，不得写成 mode 2 定义——现已改写,读时哈希 PHASE2_INTEGRATION.md=a1e93858f263（包内 b6f8a4b81d43）
M7-A-102,原「snr²≡x²·ivar」恒等式文本,FIXED,timeout 30 grep -n -e 'x²·ivar' docs/science/CONTROL_WEIGHT_SNR.md → rc=1（0 命中）；grep -n -o -m1 w_snr 同文件 → rc=0:40 `| w_snr | 质量权重因子 = snr_v² | 积分/排异权重 |`,P2-002,-,-,-,修复证据：原恒等式文本已删除（grep 零命中）,CONTROL_WEIGHT_SNR.md 读时哈希 b8d2d9f561a8（包内 a45aafd92e19）
M7-A-112,kcorr_lookup 仅 6 表值、域外 clamp、scale 维覆盖未声明、表值与冻结 1.4 无偏差界,FIXED,"timeout 30 grep -n 'k_corr' docs/science/PHASE2_UPM.md → rc=0:22 `定义域 **1 ≤ k_corr**，冻结默认 1.4（标定表 1.2112–2.8971 全在该域内）`、:36-42 记域外回退与 `[sampler] k_corr 域外回退` 标；sed -n '548,580p' lib/algorithms/coverage/src/sampler.cpp → rc=0 域外走冻结默认并打 stderr，注释「（scale 维退役，禁 clamp）」",P2-002,-,-,-,RUBRIC §3.1 R-2 D-10：域外显式回退冻结默认 1.4 并打标、scale 维退役——已落地（另见 PHASE2_SAMPLER.md:190/:409 的 `.domain_fallback_to_frozen_default_not_clamp` 门）,-
M7-A-113,Var(median) ≈ πσ²/(2N) 渐近式进冻结 control_variance，无适用域声明（小 N 低估）,OPEN,timeout 30 grep -n 'Var(median)' docs/science/UNCERTAINTY_AND_COVARIANCE.md → rc=0:42 `- 独立 Gaussian 基线 Var(median) ≈ πσ²/(2N)（UPMW-004 实证 ratio 0.997）；`；timeout 30 grep -n -e 适用域 -e 'N≥30' -e 小样本 docs/science/UNCERTAINTY_AND_COVARIANCE.md → rc=1（0 命中）,P2-002,渐近式无成立域，小 N_retained 时低估,声明适用域并给小 N 降级路径,N 小于域界时走登记路径（新增门）,-,读时哈希 UNCERTAINTY_AND_COVARIANCE.md=918c1032369e（包内 122fcdce4423）
M7-A-115,同节把 k_corr 写成 N_eff（与 k_corr=N_retained/N_eff≈1.4 相差约 130×）,FIXED,"timeout 30 sed -n '30,46p' docs/science/UNCERTAINTY_AND_COVARIANCE.md → rc=0:32 现为 `…经sampler阶段乘k_corr缩放，且 k_corr = N_retained/N_eff ≥ 1（原括注""k_corr=N_eff""为勘误：N_eff ≤ N_retained，见 SCI-UPM §5/§6 与 SCI-FIX-WEIGHT SC-005）`",P2-002,-,-,-,RUBRIC §3.1 R-2 D-10 第 4 条：`k_corr=N_eff` → `k_corr=N_retained/N_eff`（纯勘误）——已订正并显式标注,读时哈希 UNCERTAINTY_AND_COVARIANCE.md=918c1032369e（包内 122fcdce4423）
M7-A-125,ALG 以定义式把退化回退（ivar_valid?ivar:support）写成 weight_mode=2 枚举语义，越权定义 SCI,FIXED,"timeout 30 sed -n '124,132p' docs/algorithms/PHASE2_INTEGRATION.md → rc=0 现为 mode 2 = 逐样本 ivar 无 fallback / mode 0 = support×snr² legacy 禁入生产；grep -n '禁 support 冒充 ivar' docs/contracts/DATA_SEMANTICS.md → rc=0:1073 红线仍在",P2-002,-,-,-,RUBRIC §3.1 R-2 D-7 最小改动路径第 2 条（改写 ALG:125-129 为「仅 legacy_allow_weight_fallback=true 时可达」）——已改写,DATA_SEMANTICS.md 读时哈希 82e3b256f4f4（包内 af6883eeb9b3）
M7-A-205,§4 判 kcorr>0 允许 0<k<1 而 §6 前提 k≥1，k<1 时 control_ivar 高估，§7 缩放不变量在解算面不可观测,FIXED,"timeout 30 grep -n k_corr docs/science/PHASE2_UPM.md → rc=0:22 `定义域 **1 ≤ k_corr**`、:36-38「`p2_upm_control_variance` 与 `p2_upm_ma_build` 对 k_corr<1 显式拒（rc=1/rc=7）」、:89/:92 两条不变量（含份额式内公共因子严格消去）；timeout 30 sed -n '2432,2450p' lib/algorithms/coverage/src/upm.cpp → rc=0:2440 后新增 `if (k_corr < 1.0) return 1;`",P2-002,-,-,-,RUBRIC §3.1 R-2 D-10 第 1 条：k_corr 强制 ≥1 并越界显式拒——文档与实现均已落地,upm.cpp 读时哈希 304185bf462b（包内 4051321cde7b）
M9-A-2,"标定轴 [300,600]″ 与生产真帧 0.9586″/px 不相交，clamp 静默饱和且无日志/状态码/provenance 标记",FIXED,"timeout 30 grep -n -e sc_grid -e 'std::clamp(scale_arcsec' lib/algorithms/coverage/src/sampler.cpp → rc=0:95 `static const double sc_grid[2] = {300.0, 600.0};`、:101 `if (!(scale_arcsec >= sc_grid[0] && scale_arcsec <= sc_grid[1]))`（clamp 已不存在）、:552-560 域外走冻结默认并打 `[sampler] k_corr 域外回退…（scale 维退役，禁 clamp）`；grep -n -e K_CORR_DOMAIN -e 选项B docs/algorithms/PHASE2_SAMPLER.md → rc=0:190「scale 维已退役（SCI-FIX-WEIGHT / SC-005）」、:409 F2 门 `.domain_fallback_to_frozen_default_not_clamp`",P2-002,-,-,-,RUBRIC §3.1 R-2 D-10 第 2 条：域外显式回退冻结默认并打标、scale 维退役——实现/文档/门三面均已落地,sampler.cpp 读时哈希 6894c69d9a1b（包内 7fc8fe0ee8db）
M9-B-2,CROTA2→CD 六行代数在两个 TU 各写一份；标准注册表零 CROTA 声明；无 CROTA2 非零对照用例,OPEN,timeout 30 grep -c CROTA docs/standards/STANDARDS_REGISTRY.md → rc=1（0）；timeout 30 awk 'NR==365' lib/algorithms/drizzle/healpix_drizzle/fits_reader.cpp → rc=0 `cd[0] = cdelt1 * cosr;`；grep -n 'wcs.cd\[1\] = -cdelt2 \* sinr' lib/algorithms/drizzle/healpix_drizzle/hp_drizzle_api.cpp → rc=0:439 `wcs.cd[1] = -cdelt2 * sinr;`；grep -rn CROTA2 tests/ lib/ → rc=0 仅实现侧字面量，无对照用例,P2-002,方向/符号口径只存在于代码，注册表与 DATA_SEMANTICS 未声明；无独立对照,在标准注册表/DATA_SEMANTICS 声明 CDELT+CROTA2 方向与符号；补 CROTA2≠0 对照用例,CROTA2=30° 用例与 FITS WCS Paper I §3 解析值一致,-,docs/standards/STANDARDS_REGISTRY.md 现存在（372 行，权限 600），非退役对象；读时哈希 f404cbf8f58b（包内 c026817d6f93）
W2-N-05,photscal 只乘像素不乘 variance/ivar；唯一 α²/ivar÷α² 实现无生产链调用者,OPEN,timeout 30 grep -n 'pixels\[i\] \* (float)scale' lib/algorithms/photometry/cpp/src/image_corrector.cpp → rc=0:76 `out_pixels[i] = pixels[i] * (float)scale;`（该函数无 variance/ivar 形参，grep out_variance/out_ivar 同文件 0 命中）；timeout 30 grep -rn snr_noise_scale_law lib/ --include=*.cpp → rc=0 仅 lib/algorithms/noise_snr/src/module_entry.cpp:1416（诊断 subop scale_law）与测试,P2-002,乘性标定未同步缩放方差，跨帧 ivar 求和失同单位前提（高标定帧权重少计）,在 scale 路径同步 variance×α²、ivar÷α²（或显式标该路径不产 variance）,标定后 variance/ivar 与 α 的平方律一致（新增门判红）,-,image_corrector.cpp 读时哈希 400f039c3bf9（包内 d10aac8def74）；correctImage 调用者仅 lib/algorithms/photometry/cpp/src/pc_api.cpp:149/:408
M1a-A-003,CAR 取 θ=δ 恒等旋转、CRVAL2 不进映射，CRPIX 处 dec≠CRVAL2；ALG §15.2/§15.5 固化错口径,FIXED,"timeout 30 grep -n ""RETIRED|CRVAL2 不进映射"" lib/algorithms/projection/p3_projection.cpp -> rc=0: :2 ⚠ **RETIRED（SCI-FIX-PROJ 2026-09-16）**：唯一在役 registry = v6 线 / :26 CRVAL2 不进映射…正确口径见 v6 线 v3；timeout 30 sed -n '3,4p' lib/algorithms/projection/p3_proj_v6.cpp -> rc=0: CAR/AIT 按 Paper II §2.2 三 Euler 角把 CRVAL2（含 LONPOLE 标准默认）纳入映射；AIT 域界 A≤1；CAR native 极行 |θ|≥90° fail-closed",P3-001,-,-,-,修复证据：在役 registry 换为 p3_proj_v6.cpp(v3)（Paper II §2.2 三 Euler 角）；legacy v1 自述 RETIRED 并降为 ALG §15.9 legacy 偏差对照门（含机器门 p3_proj_legacy_deviation.py）,台账旧路径 lib/phase3_proj 已迁 lib/algorithms/projection
M1a-A-010,TAN 正向 r≥π/2 与反向 denom>0 有效域不对称（57.5°–90° 环带单侧不可往返），合同仍写「数学等价」,OPEN,"timeout 30 grep -n ""r >= kHalfPi|stheta <= 0.0"" lib/algorithms/projection/p3_proj_v6.cpp -> rc=0: :152 if (r >= kHalfPi) return ProjStatus::kHemisphere; / :194 if (stheta <= 0.0) return ProjStatus::kHemisphere;；timeout 30 grep -n ""数学等价"" docs/contracts/DATA_SEMANTICS.md -> rc=0: :2287 半球界 r<π/2（正映射）与 denom>0（反映射）数学等价",P3-001,在役 v6 沿用 legacy 的 r≥π/2 作半球判据：r=cotθ ⇒ r≥π/2 ⇔ d≥arctan(π/2)=57.519°，而 world2pix 用 stheta>0 ⇔ d<90°，两向有效域不对称，57.52°–90° 成单侧不可往返环带,正向判据改为 θ>0（denom>0）单一口径，或按 Paper II 声明 d<90° 并同步 DATA_SEMANTICS §28 文本,"v6_p3_proj 往返门覆盖 d∈(57.52°,90°) 用例；DATA_SEMANTICS §28 删「数学等价」表述",FITS WCS Paper II §5：gnomonic r=tan d（d 为大圆距），半球界是 d<90° 而 r 界不是；ENGINEERING_SPEC §3 公式须自洽,台账目标 lib/phase3_session/p3_wcs.cpp 属 ARCH-001 DEFERRED(不迁移删除)；本轮在同款缺陷所在的新模块 p3_proj_v6.cpp 取证
M1a-C-004,会话导出面 FOV 仅透传赋值，无范围/一致性校验,NOT-APPLICABLE,"timeout 30 grep -n ""fov_x_deg|fov_y_deg"" lib/phase3_session/p3_v6_export.cpp -> rc=0: :413 out->fov_x_deg = pl.fov_x_deg; / :414 out->fov_y_deg = pl.fov_y_deg;；timeout 30 grep -c fov lib/infrastructure/scheduler/src/module_adapters.cpp -> 0 (rc=1)",INT-001,-,-,-,退役记录：cmake/ARCH-001-migration-manifest.md:48「lib/phase3_session（不迁移，删除）DEFERRED」+ 工程控制/PROJECT-GOVERNANCE-01/OPEN_ITEMS.md:18 A9（INT-001 剩余范围含 3 个 *_session 目录删除）,缺陷对象只在待删会话模块；DATA_SEMANTICS:2286 现行口径「FOV 上限 20°（SCI §9a-12 冻结，超限非错误、由畸变语义约束）」
M1a-F-001,CAR 的 C++/Python 两 oracle 与实现同一推导（CRVAL2 不进期望式），结构上不可证伪,FIXED,timeout 30 ls tests/unit/v6_p3_proj/ -> rc=0: CMakeLists.txt p3_proj_legacy_deviation.py p3_proj_wcs_oracle.py v6_p3_proj_legacy_probe.cpp v6_p3_proj_probe.cpp v6_p3_proj_test.cpp；timeout 30 head -12 tests/unit/v6_p3_proj/p3_proj_wcs_oracle.py -> rc=0: 真值来源（不 import/不链接被测实现）: astropy.wcs（WCSLIB，FITS WCS Paper II 独立实现）做逐点绝对对拍,P3-001,-,-,-,修复证据：在役 v6 线以 astropy 绝对对拍 + legacy 偏差表门替代同源 oracle；旧 oracle 现只服务已 RETIRED 的 legacy registry,ALG §15.6/:527-543 登记两条 oracle 与偏差门
