seq,sha8,日期,作者,分级,文件数,增行,删行,编号,主题
1799,8545d70a,2026-09-10,付家泽,S,1,11,0,P1-001;P2-001,fix(P1-001-F4): 补录 p1001_real_nodes_test 注册块——P1-001 提交 9e09941a 遗漏 tests/unit/CMakeLists.txt 的 p1001_real_nod
1800,9e0fa3a8,2026-09-10,付家泽,M,4,953,0,AIO-001;P2-001;P2-002;UNC-003,feat(P2-002): Phase2 不确定度排异与 provenance 产品——新增 contracts/data/phase2_uncertainty_rejection_provenance_v1.json 
1801,991e3e2e,2026-09-10,付家泽,M,2,245,20,AIO-001;P2-002,fix(P0/F-P2-002-01): p2_op_reject gather 契约三重错位整改（P2-002 重大 finding 紧急修复）——①gin.value_stride sizeof(double)→ti
1802,eb315b20,2026-09-11,付家泽,S,1,113,89,DIGEST-001;P2-002;P3-001;UTIL-001;WCS-002;WCS-003,docs(handover): 交接文档更新——ASTROCS-CONSTITUTION-ALIGNMENT-V1 执行快照(HEAD=991e3e2e): 12 任务闭环提交链/WCS-002 finding OPEN
1803,45f80776,2026-09-11,付家泽,M,3,349,40,DIGEST-001,fix(P1-HIPS-DIGEST-001): p1hips tree_digest 多 HDU 归一化修复——p1hips_tests_units.cpp 归一化内核由 fits_header_end 单 END 扫
1804,45695873,2026-09-11,付家泽,S,2,22,6,BASE-001;GOV-002,chore(gov): GOV-002 复跑验收与登记面更新——ACTIVITY_STATE §5 补记 BASE-001 冻结参照核对实况(F4: V8.1 baseline/V7_1_STATIC_TASK_LEDG
1805,b8d9a69c,2026-09-11,付家泽,M,10,1213,8,AIO-001;WCS-001;WCS-002;WCS-003,"feat(WCS-003): AP/BP布局扩展与消费方迭代式反演达冻结门——①SIPCoeffs 布局扩展(owner 裁决1选B): 追加扩展逆向布局 APx/BPx[100](i*10+j, i+j<=apx_or"
1806,9953f103,2026-09-11,付家泽,M,9,1744,8,P3-001;P3-002,"feat(P3-001): 建立投影registry与冻结投影实现(宪章§18.1 四投影)——registry v1 冻结表(kP3ProjectionRegistryVersion=1, 恰 TAN/SIN/CAR/"
1807,9662afa8,2026-09-11,付家泽,M,7,1268,22,P3-002;UNC-001,"feat(P3-002): Phase3 不确定度传播与扩展 HDU 科学面(DATA-P3-UNC-001 §30.4 落地, 上位宪章 §7.1/§7.3)——p3_resample.h/.cpp 新增 uncert"
1808,1a56ffb7,2026-09-11,付家泽,M,3,1245,7,AIO-001;P1-001;P2-001;P3-001;P3-002;P3-003;P3-004,"feat(P3-002): Phase3 五子节点唯一真实 operation 委托(宪章 §7.2/§8.2 整改, P1-001/P2-001 先例同构)——lib/core/src/module_adapters."
1809,91440c16,2026-09-11,付家泽,M,7,985,24,AIO-001;CI-001;CLI-001;MON-001;RT-001;RT-004;UTIL-001,feat(RT-001): 接入唯一Executor与实测资源门(宪章 §10.4 work-unit 租约+§10.5/§18.2 冻结阈值落地)——①唯一 executor 生产接入: 基线实证 lib/core/s
1810,59fdeab3,2026-09-11,付家泽,M,13,504,21,ABI-003;AIO-001;AIO-003;MOD-001,feat(MOD-001): 完成科学DLL安装加载验证与产品清单(宪章 §8.4 安装面+§8.1 产品清单+§18.4 签名清单加载)——①F-AIO-003 闭环: lib/astro_image_io/src/a
1811,026717fd,2026-09-11,付家泽,M,6,638,9,AIO-001;CLI-001;MOD-001,"feat(CLI-001): 完成薄CLI validate/plan/inspect 命令面(宪章 §8.1, 基线 59fdeab3)——①cli/parser.cpp: kRules/kHelp 正式登记 phas"
1812,e9b82ea4,2026-09-11,付家泽,M,8,512,32,CI-001;RT-001,feat(CI-001): 收紧CI注册表与资源fail-closed(基线 026717fd)——①不可 waiver: ci/checks.json WIN-BUILD-RELEASE/WIN-TEST-UNIT/W
1813,ca948367,2026-09-11,付家泽,S,3,39,14,CI-001,fix(CI/F-CI-001-01): owner 裁决 WIN-* 移出资源门——ci/checks.json WIN-BUILD-RELEASE/WIN-TEST-UNIT/WIN-PACKAGE-CANDIDAT
1814,f74fc20f,2026-09-11,付家泽,S,3,46,14,AIO-001;CI-002;P1-001,fix(CI/F-CI-002-01+02+03): Linux 构建断链与 TASK-RESULT-SCHEMA 口径修复(owner 裁决执行)——①根 CMakeLists.txt 移除 add_subdirect
1815,9f6b72b5,2026-09-11,付家泽,L,6,2228,120,GAIA-001;M42;REAL-000;REAL-001,feat(REAL-000): 真实数据审计索引v1.2与确定性匹配计划(04_OWNER_DECISIONS rev3 指令落地)——①盘点对账: testdata 944 文件逐文件 sha256 全覆盖(file_
1816,05059019,2026-09-12,付家泽,S,4,146,69,CI-002;REAL-001,"fix(CI/F-CI-002-04+06): 监控门判定合同收口(owner 裁决原则一致化, 2026-09-11)——①F-CI-002-04: ci/checks.json WIN-* 三项 requires_m"
1817,e6254d4d,2026-09-12,付家泽,M,7,44,33,CI-002,fix(CI/F-CI-002-05+07): gaia ZLIB ROOT 消费与 p1_noise 清单安装面对齐(f74fc20f 裁决收尾)——①F-CI-002-05: lib/gaia_xpsd_client
1818,71cdc28f,2026-09-12,astrocs-agent,M,2,1029,0,REG-002;REPAIR-001,feat(CI/CI-REPAIR-001): CI修复常驻线轮报器(Checks API全量回拉+失败job日志+归因映射)
1819,d3097319,2026-09-12,AstroCS Agent,M,11,1584,29,REG-002,feat(CI/CI-REG-002): 新增测试全注册与关键检查不可豁免(STD-F7 四项处置 + STD-F10 落地)
1820,f8778bbb,2026-09-12,astrocs-agent,M,1,317,0,MON-002;P1-01;REG-002;UTIL-001,chore(gov): round1 前台验收并入 05 号 findings 登记册（V2 rev5）
1821,830b38c6,2026-09-12,astrocs-agent,S,2,98,5,REPAIR-001,fix(CI/CI-REPAIR-001): 轮报器复跑暴露的两处缺陷修正(SKIPPED误判红灯 + artifact截断)
1822,778fe98e,2026-09-12,付家泽,M,9,1456,44,AIO-001;REG-002;REPAIR-001,feat(CI/CI-BASELINE-001): known-failures 基线机器化——失败集 ⊆ 版本化基线成为不可豁免 CI 门（STD-F9 处置）
1823,a67bbc83,2026-09-12,付家泽,L,15,2109,159,REG-002,feat(CI/CI-001B): workflow与注册表联动核死(workflow只调run.py + 候选缺失fail-closed + actions锁复验)
1824,fb7f232a,2026-09-12,付家泽,M,3,747,0,DRZ-001;FITS-001;GAIA-001;HIPS-001;REG-001;WCS-001;WCS-003,feat(DOC/STD-REG-001): 国际标准冻结注册表——六域符合性清单与偏差指针入册（STD-F6 处置）
1825,da3c4b4a,2026-09-12,付家泽,S,1,69,3,,fix(CI/CI-BASELINE-001/FD-R1-018): 新测试环境无关化——剔除 ci/run.py 注入的 ASTROCS_CI_OUT_ROOT，修复 CI 内 UT-QUALITY 自致红灯
1826,327b6c30,2026-09-12,astrocs-frontdesk,M,13,595,320,CONV-001,feat(DOC/DOC-CONV-001): L0与模块状态文档收敛——状态词阶梯落地+已修复项陈旧NOT_VERIFIED清除（BASE=da3c4b4a）
1827,54287b48,2026-09-12,astrocs-frontdesk,M,2,388,12,,test(SCI/SCI-F2-001): 新增 §30.2 逐样本拒绝恒等式机器门（RED 证据 + 域外最小补丁文本，BASE=327b6c30）
1828,e6b1ea87,2026-09-12,付家泽,L,44,2830,606,AGENTS-001;CHK-001;CI-002;CONV-001;FG-000;PATH-001;R-01;R-02,feat(GOV/rev6): V2 控制包前台接续重编——裁决留档+CI红灯全承接+写域补正（FG-000）
1829,b40c8a49,2026-09-12,付家泽,S,1,24,3,AGENTS-001;R-07,docs(GOV/GOV-AGENTS-001): AGENTS.md 宪章要素映射对齐——AGENTS-GOV 由 10/10 MISS 转 PASS（裁决 R-07）
1830,178222a7,2026-09-12,付家泽,M,2,114,145,AGENTS-001;CI-002;WIN-001,chore(GOV/rev6.1): 控制包写域分道——repo-write 单道拆为 5 条按域互斥道，真实并行度 1→7
1831,57f7bd80,2026-09-12,付家泽,S,1,49,0,AGENTS-001;FG-000;R-01;R-03;R-06;R-07,docs(GOV/rev6): 05 号登记册续写附录B——rev6 裁决轮 findings 与 GOV-AGENTS-001 验收（FG-000）
1832,a628bc21,2026-09-12,付家泽,S,3,58,4,AGENTS-001;R-15;R-16;R-17;TB-001,docs(GOV/rev6.1): 裁决 R-15/R-16/R-17——checks.json 单写者 + 并行度按真实文件写域 + 门禁不得阻塞修复
1833,2fdd6626,2026-09-12,付家泽,S,1,41,0,HIPS-001;R-02;R-04;R-09;R-18;R-19;R-20;REG-001,fix(CI/CI-DATA-REG-001): DATA-HIPS-001/DATA-TILE-001 登记补齐——DATA-ARTIFACTS 红灯转绿（裁决 R-04）
1834,f9e4d921,2026-09-12,付家泽,S,1,42,0,PATH-001;R-15;R-18;R-19;R-20,docs(GOV/rev6.2): 裁决 R-18/R-19/R-20——停用CP框架 + 共享工作树前台合并 + 热点文件三重处置
1835,1dc5447d,2026-09-12,付家泽,S,4,97,7,CAL-001;COS-001;DRZ-001;HIPS-001;NOISE-001;P3-001;R-09;R-18,test(CON-COMMENT-001): 测试头 invariant 补真实 SCI/ALG ID 锚（CON-COMMENTS + CON-FULL-INTEGRATION 转绿）
1836,19bdf1ab,2026-09-12,付家泽,M,2,341,3,CHK-001;R-02;R-08;R-09;R-18;R-19;R-20,fix(CI/CI-VER-CHK-001): 版本一致性检查器条款号误判收窄——UT-VERSION 转绿（裁决 R-08）
1837,af56020c,2026-09-12,付家泽,M,1,260,17,PATH-001;R-18;R-19;R-20,fix(CI/WCS-PATH-001): p1wcs astropy 交叉脚本去除硬编码绝对路径 + fail-fast——CTEST-P1WCS-ASTROPY-CROSS 转绿
1838,09ca8aec,2026-09-12,付家泽,S,1,115,0,FIX-001;MON-002;R-04;R-09;R-19;R-22;R-23;R-24,docs(GOV/rev6.2): 05 号登记册附录 C——执行期新增 finding C.1–C.9（含 1 项 P1 真实产品缺陷）
1839,27909ddf,2026-09-12,付家泽,M,2,405,5,CIWIN-001;R-12;R-13;R-18;R-19;R-20;R-22;WIN-001,fix(CI/CI-WIN-001): gaia zlib 消费口径对齐根 cfitsio 段——WIN-BUILD-RELEASE/WIN-PACKAGE-CANDIDATE 断链修复
1840,0c9130d6,2026-09-12,付家泽,M,2,699,662,IMPACT-01;R-15;R-20;WIN-001,chore(CI): 注册 UT-GAIA-ZLIB + UT-BACKEND timeout 提额 + UT-VERSION changed_paths（前台唯一写者 R-15）
1841,4f11d965,2026-09-12,付家泽,M,1,662,662,IMPACT-02;TB-001,fix(CI): 订正 impact_map 提交的缩进抖动——恢复原格式，仅保留语义改动
1842,43f0c429,2026-09-12,付家泽,M,2,565,14,R-18;R-19;R-20;R-22;RACE-001,fix(CORE/CORE-RACE-001): 消除 p1 cosmetic→drizzle 并发撕裂读 + Phase1 落盘原子化
1843,da74dcad,2026-09-12,付家泽,M,5,300,31,IMPACT-02;R-10;R-18;R-19;R-20;R-21;R-23;TB-001,fix(ARCH/ARCH-TB-001): 线程预算登记实证 + 生成器加固——THREAD-BUDGET 与 UT-ARCH 转绿
1844,e89ce10e,2026-09-12,astrocs-frontdesk,L,12,2008,29,,feat(DATA/SCI-F3-001): AIO NREJ/NUSED int32 通道 + §30.3 五键双写 + verify 双向核验（BASE=54287b48）
1845,8069d85d,2026-09-12,付家泽,M,7,936,11,PATH-001;R-02;R-18;R-19;R-20;R-22;R-25;REAL-001,fix(WCS/STD-F1-ADJ): STD-F1 导出边界桥接合同化 + 九宫格回归锁——1px 偏移疑点闭环（裁决 R-02 方案 b / R-25）
1846,4fc3917e,2026-09-12,付家泽,M,5,954,0,R-15;R-20,chore(CI): 注册 STD-F1 桥接门 + p2hips 独立验证门（消除 C3 注册债）
1847,56fe14c1,2026-09-12,付家泽,S,1,128,0,CI-01;R-04;R-20;R-26;R-31;RACE-001,docs(GOV/rev6.2): 05 号登记册附录 D——双前台事故(D.0) + P0 用户入口缺陷 + 测试鉴别力缺口 + FG-CI-01..10
1848,3fd9e5e2,2026-09-12,astrocs-frontdesk,M,15,1061,37,ANCHOR-001;R-15,docs(SCI/SCI-ANCHOR-001): 冻结文档行号锚全量复测器 + 36 文档 793 锚订正 + CI 门 DOC-LINE-ANCHORS（BASE=56fe14c1）
1849,f5f944a5,2026-09-12,付家泽,S,1,88,0,R-01;R-31,docs(GOV/rev6.2): 新增 08 号前台交接说明——停用 CP 插件 + 重启前状态快照 + 在跑任务写域 + 优先级
1850,5a250999,2026-09-13,付家泽,S,2,6,5,,docs(GOV/rev6.3): 登记 RESCUE-V3 为唯一 ACTIVE 控制包——对齐包 V1 转 ARCHIVED_SUPERSEDED（原位保留）
1851,3848fc61,2026-09-13,付家泽,M,13,795,227,,fix(E2E/B1): 恢复 Phase1 8 节点链与 HiPS 持久化（RESCUE-V3 Batch 1）
1852,a6449610,2026-09-13,付家泽,L,48,346,153,P1-03,fix(SCI/B2-A1): WcsTan deg/rad 单位错修复 + p1_op_wcs 绝对前向交叉门（RESCUE-V3 Batch 2）
1853,01eaba36,2026-09-13,付家泽,M,12,432,89,P0-05;PSF-006,fix(SCI/B2-A2): 星 ID ↔ PSF compact 错位修复 + 逐星 status（RESCUE-V3 P0-05）
1854,1012fa41,2026-09-13,付家泽,M,5,343,28,P0-09;P2-002;P2-01;P2-06;REJ-001,fix(SCI/B2-A3): Phase2 逐样本拒绝掩码平面 + integrate fail-closed（RESCUE-V3 P0-09）
1855,344e0c9c,2026-09-13,付家泽,M,18,234,62,GAP-08;P0-07;P1-23;P3-01;P3-08,fix(SCI/B2-A4+A5): Phase3 投影/frame/coverage 三键 fail-closed（RESCUE-V3 P0-07/P1-23）
1856,bc059562,2026-09-13,付家泽,S,6,216,25,CAL-001;OWNER-04;P0-06,fix(SCI/B2-A6): 标定 ×10 夹具/Oracle 口径纠偏 + master flat fail-closed（RESCUE-V3 P0-06）
1857,66906609,2026-09-13,付家泽,L,33,865,179,FD-01;P1-14;P2-13,fix(SCI/B2-A7..A10): integration/coverage/FITS 校验和/运行溯源（RESCUE-V3 P1 组上半）
1858,b32246c4,2026-09-13,付家泽,M,11,644,56,FD-02,fix(SCI/B2-A12..A16): drizzle 精度门/暗场 EXPTIME/PHOTAPPL 溯源/测光 fail-closed（RESCUE-V3 P1）
1859,43c5c488,2026-09-13,付家泽,L,40,416,0,RQS,docs(audit/RQS): 建立全项目只读问题扫描工作区与作业规程
1860,14102f65,2026-09-13,付家泽,M,2,414,0,RQS,docs(audit/RQS): 前台独立取证 F00 与合并期协调记录
1861,95961406,2026-09-13,付家泽,L,9,2960,1,RQS,docs(audit/RQS): 科学域叶子扫描档案 L01-L10（原始取证，未合并）
1862,2213cc76,2026-09-13,付家泽,M,4,1815,0,CAL-011;RQS,docs(audit/RQS): 横向叶子档案 L12/L13/L17/L18 与协调记录
1863,6f0b9880,2026-09-13,付家泽,M,2,419,1,RQS,docs(audit/RQS): 叶子档案 L11（运行时/线程预算/CPU 后端/ACR）与协调记录
1864,cd328f81,2026-09-13,付家泽,S,1,23,0,RQS,docs(audit/RQS): 由已发现失败模式反推的第二波横向扫描轴 L19-L25
1865,9a3b5a7d,2026-09-13,付家泽,M,14,990,45,FD-01;GAP-06,fix(SCI/B2-A15+A17+A18): HISS 部分覆盖/support 量化 + SIP 桥接 + 资源门真实观测（RESCUE-V3 P1 终批）
1866,a731b0fa,2026-09-13,付家泽,M,2,671,1,RQS,docs(audit/RQS): 叶子档案 L15（国际标准横向六域）与协调记录
1867,68fc6493,2026-09-13,付家泽,S,1,12,1,RQS,docs(audit/RQS): 追加 L26-L28 三条横向轴与合并层映射
1868,08970259,2026-09-13,付家泽,M,2,408,1,RQS,docs(audit/RQS): 叶子档案 L16（追溯链与机器检查有效性）与协调记录
1869,bc1e4e57,2026-09-13,付家泽,M,3,839,1,RQS,docs(audit/RQS): 叶子档案 L03(HiPS/HEALPix/AIO) 与 L25(依赖与派生代码合规) 及协调记录
1870,b346c32a,2026-09-13,付家泽,M,2,322,1,RQS,docs(audit/RQS): 横向轴档案 L21(物理量口径矩阵) 与协调记录
1871,b966d95c,2026-09-13,付家泽,M,2,307,12,RQS,docs(audit/RQS): 叶子档案 L14(注释广度 Phase2/3) 与协调记录
1872,c21eec50,2026-09-13,付家泽,M,20,289,40,FD-01;OWNER-01,fix(CI/B3): Batch 3 真启用（Windows GSL/接缝门/Phase2 门进 CI/并发归因/known-failures/FD-01）
1873,91024e7f,2026-09-13,付家泽,S,2,77,32,GAP-03;R-15;R-20,ci(REG/B3-A4+A5): 注册 CTEST-PHASE2-GATES + 基线门 linux-main 末位静态强制（前台单写者）
1874,8caacaef,2026-09-13,付家泽,M,2,451,29,PSF-001;RQS,"docs(audit/RQS): 叶子档案 L06(星点检测与 PSF, 7 条 P0) 与协调记录 — 纵向 18/18 闭合"
1875,f5b4b56f,2026-09-13,付家泽,M,4,720,0,RQS,docs(audit/RQS): 横向轴档案 L22/L27 与 R 层复验工作清单
1876,e0d04d8a,2026-09-13,付家泽,L,34,2029,44,M4;RQS,docs(audit/RQS): 第一份定稿域 M4（Phase2 排异与马赛克，31 条：P0 7/P1 18/P2 6）
1877,9672bc45,2026-09-13,付家泽,S,1,24,1,RQS,docs(audit/RQS): 提升前台亲验证据为 F00-07（独立于叶子代理交付）
1878,80351f38,2026-09-13,付家泽,L,40,1675,2,RQS,docs(audit/RQS): 合并层定稿批次 M1a/M2a/M5a/M5b（天测投影/Drizzle星表/运行时/CLI治理）
1879,2a26267c,2026-09-13,付家泽,M,4,516,89,REG-002;RQS,docs(audit/RQS): L24 健壮性轴分片1（3 条 P0，前台代录）+ 各 M 处置表
1880,5702150d,2026-09-13,付家泽,M,16,196,33,RQS,docs(audit/RQS): 定稿批次 M1a(44 条/P0 10) 与 M5b(43 条/P0 8)、L24 分片 2、F00-07
1881,a6f448e4,2026-09-13,付家泽,S,1,65,3,RQS,docs(audit/RQS): L24 健壮性轴分片3（3 条 P1，前台代录，锚点逐字复验）
1882,dc3d8c8b,2026-09-13,付家泽,S,1,82,1,AIO-002;IO-001;RQS,docs(audit/RQS): L24 分片4（3 条 P1）— 本轴小结升格为两条系统性结论
1883,a627f1e6,2026-09-13,付家泽,M,3,374,58,R-1;RQS,docs(audit/RQS): 前台自纠撤回 F00-07b 误记锚点 + M1a/M5b/M5a/L26 收档记录
1884,1dce779d,2026-09-13,付家泽,M,13,350,50,CAL-004;CAL-010;FD-02;OWNER-04,fix(SCI/B2b): drizzle 库边界精度缺省 FP64 + 帧级 median 剔 NaN + A15 幽灵注入证明（残差）
1885,137a6632,2026-09-14,付家泽,M,4,1739,1,CLI-008;RQS,docs(audit/RQS): 正式撤回 F00-07a（前台误记锚点）+ L19/L20/L23 三轴档案入库
1886,0a237f85,2026-09-14,付家泽,L,53,3251,130,RQS,docs(audit/RQS): M2a 定稿 46 条（P0 6/P1 24/P2 16）+ 第二波横向轴档案与处置表
1887,611b051a,2026-09-14,付家泽,S,2,59,6,FD-03,fix(SCI/B2c): 关闭 CON-DOC-SYMBOLS 红 + 校验和确定性（修产物，RESCUE-FD-03）
1888,23f96b9c,2026-09-14,付家泽,S,1,9,0,FD-04,fix(AIO/FD-04): metadata.fits 写成合法 FITS（SIMPLE/BITPIX/NAXIS/EXTEND/END）
1889,d6af8090,2026-09-14,付家泽,L,48,2131,241,RQS,docs(audit/RQS): M6b 定稿 22 条（P0 4/P1 12/P2 6）+ 全局方法论警示两条
1890,099616d9,2026-09-14,付家泽,S,2,167,51,RQS,docs(audit/RQS): 订正 F00-01/F00-04 转述数字并刷新复验监视清单
1891,2e9ec742,2026-09-14,付家泽,S,3,203,43,RQS,docs(audit/RQS): INDEX 机械汇总草稿 + 同事实归属裁决示例
1892,4ef2e2b6,2026-09-14,付家泽,S,1,33,36,RQS,docs(audit/RQS): INDEX 改用正确路径分层计数并给出类别×优先级矩阵
1893,1d608e34,2026-09-14,付家泽,S,2,83,7,IMG-001;M3;RQS,docs(audit/RQS): M3 定稿 51 条（P0 7/P1 25/P2 19）+ 移交改道记录
1894,1fdfb0b5,2026-09-14,付家泽,M,2,276,0,FD-02,fix(CI/B3b-1): 补交 FD-02 回归测试源文件 + 注册 CTEST-DRIZZLE-PRECISION-DEFAULT
1895,e84b10a3,2026-09-14,付家泽,M,22,231,99,A-008;M3;RQS,docs(audit/RQS): M3 定稿 43 条（P0 7/P1 26/P2 10）+ 建 40_OWNER_DECISIONS.md（A17/B13/C9/D4）
1896,752c7915,2026-09-14,付家泽,S,2,25,15,A-18;A-20;M3;M4;RQS,docs(audit/RQS): M3 与 M6a 收档 — 第一波十域合并全部完成（333 条/P0 68）
1897,2e10f302,2026-09-14,付家泽,S,2,130,22,CLI-008;RQS,docs(audit/RQS): SUMMARY 系统性根因簇十组 + 残余风险三态表 + 未覆盖面诚实声明
1898,cbb07805,2026-09-14,付家泽,S,6,83,27,DESIGN-001;RQS,docs(audit/RQS): M6b 二次复核回执入档 — 确立截断伪影的可复核口径
1899,b72da8a4,2026-09-14,付家泽,L,44,2367,89,A-21;A-22;A-23;HIPS-004;RQS,docs(audit/RQS): M2b 定稿 29 条（P0 10）+ 三条裁决入 40 文件 + 对已收工域移交改道
1900,37aca154,2026-09-14,付家泽,S,6,12,12,FD-06,fix(CI/B3b-2): 关闭 DATA-ARTIFACTS 与 UT-ARCH 真红（RESCUE-FD-06/07）
1901,1de724d4,2026-09-14,付家泽,M,22,867,145,A-24;A-29;M8;RQS,docs(audit/RQS): M8 定稿 26 条（P0 4/P1 15/P2 7）+ 主落裁定 + 裁决项 A-24~A-29
1902,123d4e1d,2026-09-14,付家泽,S,2,54,14,M8;RQS,docs(audit/RQS): M8 收档台账与「裸数字必须带时点」通则
1903,2facd638,2026-09-14,付家泽,M,5,307,109,A-05;A-08;A-112;M3;M7;RQS,docs(audit/RQS): M7 收档 — 三方数学争议结案、A-05 撤回、三级复核纪律
1904,4ba2403b,2026-09-14,付家泽,S,6,187,31,A-05;A-112;M3;M7;RQS,docs(audit/RQS): F00-08 — 前台第二次凭空生成的公开记录与制度补丁
1905,4d21e93d,2026-09-14,付家泽,L,33,347,366,A-112;M7;M9;RQS,docs(audit/RQS): M9 收档 + 补录我漏掉的 L24-013/014/015 + 全层数字统一为 113/68
1906,28295d61,2026-09-14,付家泽,M,4,404,158,A-21;A-22;A-23;M7;M8;M9;RQS,docs(audit/RQS): L24 计数对账闭合（P0:3/P1:10/P2:2 = 15）+ M2b 六件移交去向落账
1907,64d5da9e,2026-09-14,付家泽,S,3,22,18,RQS,docs(audit/RQS): 改派 L28b（注释溯源接力·范围收窄为四件事）+ 十四域合并里程碑
1908,81f3c26f,2026-09-14,付家泽,S,3,73,14,A-30;RQS,docs(audit/RQS): 前台合规自纠两条 + 新增 A-30/A-09b
1909,1bbaf0a3,2026-09-14,付家泽,S,3,35,25,M9;RQS,"docs(audit/RQS): 补录 L24-014/015（前台分片流水遗漏, M9 指出的缺口闭合）"
1910,12dcb8f4,2026-09-14,付家泽,M,4,759,441,M7;RQS,"docs(audit/RQS): 锚点核验器 v3 —— 处置强度分五档, 210 条假警报不再可能导致误撤条"
1911,8d9e966f,2026-09-14,付家泽,S,3,154,92,M7;RQS,docs(audit/RQS): M7 路径全量审计收档 —— 抓到的是核验器 v2 自身的盲区
1912,e60edcec,2026-09-14,付家泽,M,11,330,64,FD-05,fix(SCI/FD-05): Linux 生产 plate-solve 平台绑定移植 + 常驻回归门（RESCUE-FD-05）
1913,52af7818,2026-09-14,付家泽,L,27,467,303,A-31;A-33;RQS,docs(audit/RQS): M8a 收档（31 条/P0 1）+ 前台独立复验其许可 P0 五锚全命中 + A-31~A-33
1914,a3eae6da,2026-09-14,付家泽,S,3,42,34,RQS,docs(audit/RQS): F00-09 订正我上一条「五锚全部命中」的过早背书 —— 复验后事实更硬
1915,5289e4eb,2026-09-14,付家泽,S,1,44,166,RQS,"docs(audit/RQS): INDEX v2 — 修正路径解析并按类别×优先级出矩阵, 加跨域主题唯一总述表"
1916,bed82382,2026-09-14,付家泽,S,1,9,9,M4;RQS,docs(audit/RQS): INDEX 域名标签去重（MM4→M4）
